TimePeriod,GeoType,GeoID,GeoRank,Geography,Annual mean mcg/m3,Summer mean mcg/m3,Winter mean mcg/m3
2009,CD,403,6,Jackson Heights (CD3),10.3,10.4,12.8
2009,CD,404,6,Elmhurst and Corona (CD4),10.7,10.8,13.4
2009,CD,405,6,Ridgewood and Maspeth (CD5),10.7,10.8,13.4
2009,CD,406,6,Rego Park and Forest Hills (CD6),10.6,10.7,13.5
2009,CD,407,6,Flushing and Whitestone (CD7),10.2,10.3,12.8
2009,CD,408,6,Hillcrest and Fresh Meadows (CD8),10.0,10.1,12.8
2009,CD,409,6,Kew Gardens and Woodhaven (CD9),10.2,10.4,13.2
2009,CD,410,6,South Ozone Park and Howard Beach (CD10),9.8,10.0,12.6
2009,CD,411,6,Bayside and Little Neck (CD11),9.7,9.9,12.2
2009,CD,412,6,Jamaica and Hollis (CD12),9.9,10.1,12.6
2009,CD,413,6,Queens Village (CD13),9.4,9.7,11.7
2009,CD,414,6,Rockaway and Broad Channel (CD14),8.8,9.6,10.2
2009,CD,501,6,St. George and Stapleton (CD1),10.0,10.6,12.1
2009,CD,502,6,South Beach and Willowbrook (CD2),9.8,10.6,11.8
2009,CD,503,6,Tottenville and Great Kills (CD3),9.7,10.4,11.7
2009,UHF34,101,3,Kingsbridge - Riverdale,11.0,10.4,14.7
2009,UHF34,102,3,Northeast Bronx,10.7,10.3,13.6
2009,UHF34,103,3,Fordham - Bronx Pk,11.1,10.6,14.5
2009,UHF34,104,3,Pelham - Throgs Neck,10.6,10.4,13.3
2009,UHF34,201,3,Greenpoint,11.9,12.2,14.2
2009,UHF34,202,3,Downtown - Heights - Slope,11.5,11.7,14.2
2009,UHF34,203,3,Bedford Stuyvesant - Crown Heights,10.8,10.9,13.6
2009,UHF34,204,3,East New York,10.6,10.8,13.5
2009,UHF34,205,3,Sunset Park,11.0,11.4,13.5
2009,UHF34,206,3,Borough Park,10.3,10.8,12.6
2009,UHF34,207,3,East Flatbush - Flatbush,10.5,10.8,13.1
2009,UHF34,208,3,Canarsie - Flatlands,9.8,10.3,12.1
2009,UHF34,209,3,Bensonhurst - Bay Ridge,9.9,10.6,11.8
2009,UHF34,210,3,Coney Island - Sheepshead Bay,9.6,10.4,11.1
2009,UHF34,211,3,Williamsburg - Bushwick,11.4,11.5,14.1
2009,UHF34,301,3,Washington Heights,11.6,11.0,15.1
2009,UHF34,302,3,Central Harlem - Morningside Heights,11.6,11.4,14.6
2009,UHF34,303,3,East Harlem,11.6,11.5,14.1
2009,UHF34,304,3,Upper West Side,12.2,12.1,14.7
2009,UHF34,401,3,Long Island City - Astoria,11.4,11.6,13.6
2009,UHF34,402,3,West Queens,11.0,11.1,13.5
2009,UHF34,403,3,Flushing - Clearview,10.2,10.2,12.7
2009,UHF34,405,3,Ridgewood - Forest Hills,10.4,10.6,13.3
2009,UHF34,407,3,Southwest Queens,10.0,10.1,12.8
2009,UHF34,408,3,Jamaica,9.9,10.1,12.7
2009,UHF34,409,3,Southeast Queens,9.3,9.6,11.7
2009,UHF34,410,3,Rockaways,8.8,9.6,10.2
2009,UHF34,305307,3,Upper East Side-Gramercy,13.9,13.9,16.4
2009,UHF34,306308,3,Chelsea-Village  ,13.7,13.8,16.2
2009,UHF34,309310,3,Union Square-Lower Manhattan,12.4,12.5,14.9
2009,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,9.8,10.0,12.4
2009,UHF34,501502,3,Northern SI,9.8,10.5,11.8
2009,UHF34,503504,3,Southern SI,9.8,10.5,11.8
2009,UHF34,105106107,3,South Bronx,11.6,11.3,14.7
2009,Borough,1,1,Bronx,11.0,10.7,14.1
2009,Borough,2,1,Brooklyn,10.5,10.9,12.9
2009,Borough,3,1,Manhattan,12.6,12.6,15.3
2009,Borough,4,1,Queens,10.0,10.3,12.6
2009,Borough,5,1,Staten Island,9.8,10.5,11.8
2009,Citywide,1,0,New York City,10.4,10.7,12.9
